orient|pix_per_cell|cell_per_block|c|color_space|hist_bins|spatial_feat|num_features|accuracy
9|16|2|1.0|YCrCb|32|False|1068|0.9793577981651376
9|16|2|2.0|YCrCb|32|False|1068|0.9793577981651376
9|16|2|4.0|YCrCb|32|False|1068|0.9793577981651376
9|16|2|0.1|YUV|32|True|1836|0.9853211009174312
9|16|2|1.0|YUV|32|True|1836|0.9853211009174312
9|16|2|2.0|YUV|32|True|1836|0.9853211009174312
9|16|2|4.0|YUV|32|True|1836|0.9853211009174312
9|16|2|0.1|YUV|32|False|1068|0.9807339449541284
9|16|2|1.0|YUV|32|False|1068|0.9807339449541284
9|16|2|2.0|YUV|32|False|1068|0.9807339449541284
9|16|2|4.0|YUV|32|False|1068|0.9807339449541284
10|16|2|0.1|YCrCb|32|True|1944|0.9899082568807339
10|16|2|1.0|YCrCb|32|True|1944|0.9899082568807339
10|16|2|2.0|YCrCb|32|True|1944|0.9899082568807339
10|16|2|4.0|YCrCb|32|True|1944|0.9899082568807339
10|16|2|0.1|YCrCb|32|False|1176|0.9807339449541284
10|16|2|1.0|YCrCb|32|False|1176|0.9807339449541284
10|16|2|2.0|YCrCb|32|False|1176|0.9807339449541284
10|16|2|4.0|YCrCb|32|False|1176|0.9807339449541284
10|16|2|0.1|YUV|32|True|1944|0.9871559633027523
10|16|2|1.0|YUV|32|True|1944|0.9871559633027523
10|16|2|2.0|YUV|32|True|1944|0.9871559633027523
10|16|2|4.0|YUV|32|True|1944|0.9871559633027523
10|16|2|0.1|YUV|32|False|1176|0.9779816513761468
10|16|2|1.0|YUV|32|False|1176|0.9779816513761468
10|16|2|2.0|YUV|32|False|1176|0.9779816513761468
10|16|2|4.0|YUV|32|False|1176|0.9779816513761468
11|16|2|0.1|YCrCb|16|True|2004|0.989908256880734
11|16|2|1.0|YCrCb|16|True|2004|0.989908256880734
11|16|2|2.0|YCrCb|16|True|2004|0.989908256880734
11|16|2|4.0|YCrCb|16|True|2004|0.989908256880734
11|16|2|0.1|YCrCb|16|False|1236|0.9844036697247708
11|16|2|1.0|YCrCb|16|False|1236|0.9844036697247708
11|16|2|2.0|YCrCb|16|False|1236|0.9844036697247708
11|16|2|4.0|YCrCb|16|False|1236|0.9844036697247708
11|16|2|0.1|YUV|16|True|2004|0.9885321100917432
11|16|2|1.0|YUV|16|True|2004|0.9885321100917432
11|16|2|2.0|YUV|16|True|2004|0.9885321100917432
11|16|2|4.0|YUV|16|True|2004|0.9885321100917432
11|16|2|0.1|YUV|16|False|1236|0.9775229357798164
11|16|2|1.0|YUV|16|False|1236|0.9775229357798164
11|16|2|2.0|YUV|16|False|1236|0.9775229357798164
11|16|2|4.0|YUV|16|False|1236|0.9775229357798164
12|16|2|0.1|YCrCb|16|True|2112|0.9889908256880734
12|16|2|1.0|YCrCb|16|True|2112|0.9889908256880734
12|16|2|2.0|YCrCb|16|True|2112|0.9889908256880734
12|16|2|4.0|YCrCb|16|True|2112|0.9889908256880734
12|16|2|0.1|YCrCb|16|False|1344|0.9830275229357798
12|16|2|1.0|YCrCb|16|False|1344|0.9830275229357798
12|16|2|2.0|YCrCb|16|False|1344|0.9830275229357798
12|16|2|4.0|YCrCb|16|False|1344|0.9830275229357798
12|16|2|0.1|YUV|16|True|2112|0.9894495412844037
12|16|2|1.0|YUV|16|True|2112|0.9894495412844037
12|16|2|2.0|YUV|16|True|2112|0.9894495412844037
12|16|2|4.0|YUV|16|True|2112|0.9894495412844037
12|16|2|0.1|YUV|16|False|1344|0.981651376146789
12|16|2|1.0|YUV|16|False|1344|0.981651376146789
12|16|2|2.0|YUV|16|False|1344|0.981651376146789
12|16|2|4.0|YUV|16|False|1344|0.981651376146789
11|16|2|0.1|YCrCb|32|True|2052|0.9866972477064221
11|16|2|1.0|YCrCb|32|True|2052|0.9866972477064221
11|16|2|2.0|YCrCb|32|True|2052|0.9866972477064221
11|16|2|4.0|YCrCb|32|True|2052|0.9866972477064221
11|16|2|0.1|YCrCb|32|False|1284|0.9825688073394496
11|16|2|1.0|YCrCb|32|False|1284|0.9825688073394496
11|16|2|2.0|YCrCb|32|False|1284|0.9825688073394496
11|16|2|4.0|YCrCb|32|False|1284|0.9825688073394496
11|16|2|0.1|YUV|32|True|2052|0.9857798165137616
11|16|2|1.0|YUV|32|True|2052|0.9857798165137616
11|16|2|2.0|YUV|32|True|2052|0.9857798165137616
11|16|2|4.0|YUV|32|True|2052|0.9857798165137616
11|16|2|0.1|YUV|32|False|1284|0.9807339449541284
11|16|2|1.0|YUV|32|False|1284|0.9807339449541284
11|16|2|2.0|YUV|32|False|1284|0.9807339449541284
11|16|2|4.0|YUV|32|False|1284|0.9807339449541284
12|16|2|0.1|YCrCb|32|True|2160|0.989908256880734
12|16|2|1.0|YCrCb|32|True|2160|0.989908256880734
12|16|2|2.0|YCrCb|32|True|2160|0.989908256880734
12|16|2|4.0|YCrCb|32|True|2160|0.989908256880734
12|16|2|0.1|YCrCb|32|False|1392|0.98348623853211
12|16|2|1.0|YCrCb|32|False|1392|0.98348623853211
12|16|2|2.0|YCrCb|32|False|1392|0.98348623853211
12|16|2|4.0|YCrCb|32|False|1392|0.98348623853211
12|16|2|0.1|YUV|32|True|2160|0.9880733944954128
12|16|2|1.0|YUV|32|True|2160|0.9880733944954128
12|16|2|2.0|YUV|32|True|2160|0.9880733944954128
12|16|2|4.0|YUV|32|True|2160|0.9880733944954128
12|16|2|0.1|YUV|32|False|1392|0.9798165137614679
12|16|2|1.0|YUV|32|False|1392|0.9798165137614679
12|16|2|2.0|YUV|32|False|1392|0.9798165137614679
12|16|2|4.0|YUV|32|False|1392|0.9798165137614679
